sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
1954;BME280;977;42.704;23.354;2021-04-09T13:20:51;96076.28;;;13.11;24.70
1954;BME280;977;42.704;23.354;2021-04-09T13:23:17;96063.69;;;12.67;24.04
1954;BME280;977;42.704;23.354;2021-04-09T13:25:44;96077.28;;;11.89;25.84
1954;BME280;977;42.704;23.354;2021-04-09T13:28:09;96072.91;;;12.06;25.53
1954;BME280;977;42.704;23.354;2021-04-09T13:30:35;96061.63;;;12.30;25.65
1954;BME280;977;42.704;23.354;2021-04-09T13:33:01;96058.03;;;12.31;26.16
1954;BME280;977;42.704;23.354;2021-04-09T13:35:28;96057.91;;;12.24;25.97
1954;BME280;977;42.704;23.354;2021-04-09T13:37:56;96069.16;;;12.24;25.70
1954;BME280;977;42.704;23.354;2021-04-09T13:40:21;96069.25;;;11.58;26.05
1954;BME280;977;42.704;23.354;2021-04-09T13:42:48;96062.69;;;10.95;26.31
1954;BME280;977;42.704;23.354;2021-04-09T13:45:13;96052.81;;;11.07;26.35
1954;BME280;977;42.704;23.354;2021-04-09T13:47:39;96040.19;;;10.86;27.01
1954;BME280;977;42.704;23.354;2021-04-09T13:50:05;96048.00;;;11.28;27.42
1954;BME280;977;42.704;23.354;2021-04-09T13:52:31;96052.13;;;11.55;27.64
